,file_name,bbox_x1,bbox_y1,bbox_x2,bbox_y2,class,class_names
6684,dataset\cars_train\06685.jpg,5,99,292,191,150,Lamborghini Aventador Coupe 2012
6685,dataset\cars_train\06686.jpg,44,275,1237,858,139,Hyundai Azera Sedan 2012
6686,dataset\cars_train\06687.jpg,24,117,468,364,95,Dodge Charger Sedan 2012
6687,dataset\cars_train\06688.jpg,10,84,551,321,102,Ferrari 458 Italia Convertible 2012
6688,dataset\cars_train\06689.jpg,316,432,1690,1458,184,Tesla Model S Sedan 2012
6689,dataset\cars_train\06690.jpg,20,130,607,421,78,Chrysler 300 SRT-8 2010
6690,dataset\cars_train\06691.jpg,3,22,149,110,89,Dodge Dakota Crew Cab 2010
6691,dataset\cars_train\06692.jpg,7,128,1003,688,70,Chevrolet Express Van 2007
6692,dataset\cars_train\06693.jpg,138,163,783,417,60,Chevrolet Impala Sedan 2007
6693,dataset\cars_train\06694.jpg,55,61,480,257,97,Eagle Talon Hatchback 1998
6694,dataset\cars_train\06695.jpg,4,37,220,119,81,Daewoo Nubira Wagon 2002
6695,dataset\cars_train\06696.jpg,42,75,382,273,29,BMW 3 Series Wagon 2012
6696,dataset\cars_train\06697.jpg,76,104,455,284,173,Ram C/V Cargo Van Minivan 2012
6697,dataset\cars_train\06698.jpg,33,57,255,162,164,Mercedes-Benz S-Class Sedan 2012
6698,dataset\cars_train\06699.jpg,102,92,937,567,140,Infiniti G Coupe IPL 2012
6699,dataset\cars_train\06700.jpg,23,31,790,395,146,Jeep Liberty SUV 2012
6700,dataset\cars_train\06701.jpg,51,14,560,409,46,Buick Regal GS 2012
6701,dataset\cars_train\06702.jpg,103,7,549,278,49,Buick Enclave SUV 2012
6702,dataset\cars_train\06703.jpg,44,44,563,261,26,BMW 1 Series Convertible 2012
6703,dataset\cars_train\06704.jpg,172,137,501,358,24,Audi TT RS Coupe 2012
6704,dataset\cars_train\06705.jpg,59,25,260,127,21,Audi S5 Coupe 2012
6705,dataset\cars_train\06706.jpg,93,153,807,472,176,Rolls-Royce Phantom Sedan 2012
6706,dataset\cars_train\06707.jpg,46,78,583,334,104,Fisker Karma Sedan 2012
6707,dataset\cars_train\06708.jpg,106,168,752,512,11,Audi RS 4 Convertible 2008
6708,dataset\cars_train\06709.jpg,126,270,694,466,101,Ferrari California Convertible 2012
6709,dataset\cars_train\06710.jpg,39,328,754,567,174,Rolls-Royce Phantom Drophead Coupe Convertible 2012
6710,dataset\cars_train\06711.jpg,55,20,393,205,89,Dodge Dakota Crew Cab 2010
6711,dataset\cars_train\06712.jpg,40,84,959,700,35,BMW M6 Convertible 2010
6712,dataset\cars_train\06713.jpg,28,84,453,282,45,Bugatti Veyron 16.4 Coupe 2009
6713,dataset\cars_train\06714.jpg,80,51,650,409,32,BMW X6 SUV 2012
6714,dataset\cars_train\06715.jpg,25,50,1608,843,52,Cadillac Escalade EXT Crew Cab 2007
6715,dataset\cars_train\06716.jpg,11,79,295,223,20,Audi S5 Convertible 2012
6716,dataset\cars_train\06717.jpg,167,54,610,551,165,Mercedes-Benz Sprinter Van 2012
6717,dataset\cars_train\06718.jpg,97,2,599,409,5,Acura Integra Type R 2001
6718,dataset\cars_train\06719.jpg,21,42,563,248,46,Buick Regal GS 2012
6719,dataset\cars_train\06720.jpg,169,301,1489,991,124,HUMMER H2 SUT Crew Cab 2009
6720,dataset\cars_train\06721.jpg,53,388,1236,729,150,Lamborghini Aventador Coupe 2012
6721,dataset\cars_train\06722.jpg,155,242,954,653,167,Nissan Leaf Hatchback 2012
6722,dataset\cars_train\06723.jpg,252,217,536,392,115,Ford E-Series Wagon Van 2012
6723,dataset\cars_train\06724.jpg,4,6,261,99,128,Honda Accord Sedan 2012
6724,dataset\cars_train\06725.jpg,267,128,1517,965,144,Jeep Patriot SUV 2012
6725,dataset\cars_train\06726.jpg,82,174,994,640,65,Chevrolet Cobalt SS 2010
6726,dataset\cars_train\06727.jpg,125,131,1529,977,169,Nissan Juke Hatchback 2012
6727,dataset\cars_train\06728.jpg,5,41,194,150,47,Buick Rainier SUV 2007
6728,dataset\cars_train\06729.jpg,292,232,857,509,40,Bentley Mulsanne Sedan 2011
6729,dataset\cars_train\06730.jpg,199,219,1369,781,186,Toyota Camry Sedan 2012
6730,dataset\cars_train\06731.jpg,29,21,583,382,82,Dodge Caliber Wagon 2012
6731,dataset\cars_train\06732.jpg,26,31,681,412,146,Jeep Liberty SUV 2012
6732,dataset\cars_train\06733.jpg,97,104,285,210,133,Hyundai Sonata Hybrid Sedan 2012
6733,dataset\cars_train\06734.jpg,66,349,643,545,25,BMW ActiveHybrid 5 Sedan 2012
6734,dataset\cars_train\06735.jpg,13,237,602,434,91,Dodge Magnum Wagon 2008
6735,dataset\cars_train\06736.jpg,21,64,289,171,147,Jeep Grand Cherokee SUV 2012
6736,dataset\cars_train\06737.jpg,83,105,480,375,109,Ford Edge SUV 2012
6737,dataset\cars_train\06738.jpg,38,59,597,452,79,Chrysler Crossfire Convertible 2008
6738,dataset\cars_train\06739.jpg,13,20,293,147,53,Chevrolet Silverado 1500 Hybrid Crew Cab 2012
6739,dataset\cars_train\06740.jpg,47,51,611,432,165,Mercedes-Benz Sprinter Van 2012
6740,dataset\cars_train\06741.jpg,50,53,545,377,19,Audi S6 Sedan 2011
6741,dataset\cars_train\06742.jpg,6,15,315,142,75,Chrysler Aspen SUV 2009
6742,dataset\cars_train\06743.jpg,113,38,485,280,192,Volvo C30 Hatchback 2012
6743,dataset\cars_train\06744.jpg,5,36,239,140,91,Dodge Magnum Wagon 2008
6744,dataset\cars_train\06745.jpg,65,145,564,395,136,Hyundai Genesis Sedan 2012
6745,dataset\cars_train\06746.jpg,18,44,443,314,112,Ford F-150 Regular Cab 2012
6746,dataset\cars_train\06747.jpg,20,122,1009,667,71,Chevrolet Monte Carlo Coupe 2007
6747,dataset\cars_train\06748.jpg,15,36,290,181,85,Dodge Ram Pickup 3500 Crew Cab 2010
6748,dataset\cars_train\06749.jpg,68,87,909,631,120,GMC Acadia SUV 2012
6749,dataset\cars_train\06750.jpg,14,122,626,377,94,Dodge Durango SUV 2007
6750,dataset\cars_train\06751.jpg,8,80,250,184,2,Acura TL Sedan 2012
6751,dataset\cars_train\06752.jpg,22,160,1360,739,26,BMW 1 Series Convertible 2012
6752,dataset\cars_train\06753.jpg,34,14,1005,658,146,Jeep Liberty SUV 2012
6753,dataset\cars_train\06754.jpg,22,61,774,517,118,GMC Savana Van 2012
6754,dataset\cars_train\06755.jpg,32,59,469,298,134,Hyundai Elantra Sedan 2007
6755,dataset\cars_train\06756.jpg,80,104,284,196,21,Audi S5 Coupe 2012
6756,dataset\cars_train\06757.jpg,10,143,539,334,55,Chevrolet Corvette ZR1 2012
6757,dataset\cars_train\06758.jpg,57,4,269,161,33,BMW M3 Coupe 2012
6758,dataset\cars_train\06759.jpg,176,89,1175,735,195,smart fortwo Convertible 2012
6759,dataset\cars_train\06760.jpg,15,50,385,295,114,Ford Focus Sedan 2007
6760,dataset\cars_train\06761.jpg,22,53,329,204,108,Ford Expedition EL SUV 2009
6761,dataset\cars_train\06762.jpg,23,24,237,177,81,Daewoo Nubira Wagon 2002
6762,dataset\cars_train\06763.jpg,11,45,253,189,79,Chrysler Crossfire Convertible 2008
6763,dataset\cars_train\06764.jpg,54,77,609,402,136,Hyundai Genesis Sedan 2012
6764,dataset\cars_train\06765.jpg,31,86,758,501,67,Chevrolet TrailBlazer SS 2009
6765,dataset\cars_train\06766.jpg,2,95,318,183,157,Maybach Landaulet Convertible 2012
6766,dataset\cars_train\06767.jpg,24,4,235,173,61,Chevrolet Tahoe Hybrid SUV 2012
6767,dataset\cars_train\06768.jpg,49,293,1003,696,39,Bentley Arnage Sedan 2009
6768,dataset\cars_train\06769.jpg,68,183,549,349,178,Spyker C8 Convertible 2009
6769,dataset\cars_train\06770.jpg,35,6,276,190,75,Chrysler Aspen SUV 2009
6770,dataset\cars_train\06771.jpg,35,105,598,351,9,Aston Martin Virage Convertible 2012
6771,dataset\cars_train\06772.jpg,28,43,236,152,71,Chevrolet Monte Carlo Coupe 2007
6772,dataset\cars_train\06773.jpg,24,22,559,371,138,Hyundai Elantra Touring Hatchback 2012
6773,dataset\cars_train\06774.jpg,115,507,2457,1658,4,Acura TSX Sedan 2012
6774,dataset\cars_train\06775.jpg,129,38,326,114,105,Ford F-450 Super Duty Crew Cab 2012
6775,dataset\cars_train\06776.jpg,143,85,482,373,167,Nissan Leaf Hatchback 2012
6776,dataset\cars_train\06777.jpg,109,359,1477,1082,182,Suzuki SX4 Hatchback 2012
6777,dataset\cars_train\06778.jpg,51,103,284,192,21,Audi S5 Coupe 2012
6778,dataset\cars_train\06779.jpg,40,40,569,306,59,Chevrolet HHR SS 2010
6779,dataset\cars_train\06780.jpg,9,112,439,278,60,Chevrolet Impala Sedan 2007
6780,dataset\cars_train\06781.jpg,9,39,272,156,43,Bentley Continental Flying Spur Sedan 2007
6781,dataset\cars_train\06782.jpg,64,96,596,360,7,Aston Martin V8 Vantage Convertible 2012
6782,dataset\cars_train\06783.jpg,163,229,1033,651,191,Volkswagen Beetle Hatchback 2012
6783,dataset\cars_train\06784.jpg,1,66,619,339,2,Acura TL Sedan 2012
6784,dataset\cars_train\06785.jpg,142,72,367,235,179,Spyker C8 Coupe 2009
6785,dataset\cars_train\06786.jpg,60,79,576,401,127,Honda Accord Coupe 2012
6786,dataset\cars_train\06787.jpg,22,100,435,313,46,Buick Regal GS 2012
6787,dataset\cars_train\06788.jpg,28,46,263,183,107,Ford Freestar Minivan 2007
6788,dataset\cars_train\06789.jpg,8,22,249,127,142,Isuzu Ascender SUV 2008
6789,dataset\cars_train\06790.jpg,14,111,788,388,81,Daewoo Nubira Wagon 2002
6790,dataset\cars_train\06791.jpg,61,178,1240,1066,166,Mitsubishi Lancer Sedan 2012
6791,dataset\cars_train\06792.jpg,74,166,619,430,38,Bentley Continental Supersports Conv. Convertible 2012
6792,dataset\cars_train\06793.jpg,17,71,227,175,20,Audi S5 Convertible 2012
6793,dataset\cars_train\06794.jpg,152,46,1137,744,46,Buick Regal GS 2012
6794,dataset\cars_train\06795.jpg,26,375,1001,734,155,Lincoln Town Car Sedan 2011
6795,dataset\cars_train\06796.jpg,57,88,361,293,89,Dodge Dakota Crew Cab 2010
6796,dataset\cars_train\06797.jpg,220,153,415,263,145,Jeep Wrangler SUV 2012
6797,dataset\cars_train\06798.jpg,39,46,1413,904,98,FIAT 500 Abarth 2012
6798,dataset\cars_train\06799.jpg,72,114,1019,692,111,Ford GT Coupe 2006
6799,dataset\cars_train\06800.jpg,9,51,293,165,41,Bentley Continental GT Coupe 2012
6800,dataset\cars_train\06801.jpg,7,97,422,295,58,Chevrolet Camaro Convertible 2012
6801,dataset\cars_train\06802.jpg,10,130,477,273,66,Chevrolet Malibu Hybrid Sedan 2010
6802,dataset\cars_train\06803.jpg,70,21,670,466,88,Dodge Journey SUV 2012
6803,dataset\cars_train\06804.jpg,42,39,589,437,84,Dodge Caravan Minivan 1997
6804,dataset\cars_train\06805.jpg,15,38,228,174,142,Isuzu Ascender SUV 2008
6805,dataset\cars_train\06806.jpg,50,173,579,375,125,Honda Odyssey Minivan 2012
6806,dataset\cars_train\06807.jpg,52,129,579,320,60,Chevrolet Impala Sedan 2007
6807,dataset\cars_train\06808.jpg,132,109,870,513,148,Jeep Compass SUV 2012
6808,dataset\cars_train\06809.jpg,8,29,252,188,105,Ford F-450 Super Duty Crew Cab 2012
6809,dataset\cars_train\06810.jpg,13,45,294,171,71,Chevrolet Monte Carlo Coupe 2007
6810,dataset\cars_train\06811.jpg,21,29,229,175,105,Ford F-450 Super Duty Crew Cab 2012
6811,dataset\cars_train\06812.jpg,59,133,955,688,132,Hyundai Veracruz SUV 2012
6812,dataset\cars_train\06813.jpg,120,151,534,345,118,GMC Savana Van 2012
6813,dataset\cars_train\06814.jpg,37,32,747,505,105,Ford F-450 Super Duty Crew Cab 2012
6814,dataset\cars_train\06815.jpg,46,93,423,283,53,Chevrolet Silverado 1500 Hybrid Crew Cab 2012
6815,dataset\cars_train\06816.jpg,10,24,254,158,2,Acura TL Sedan 2012
6816,dataset\cars_train\06817.jpg,5,50,499,308,105,Ford F-450 Super Duty Crew Cab 2012
6817,dataset\cars_train\06818.jpg,17,40,245,153,135,Hyundai Accent Sedan 2012
6818,dataset\cars_train\06819.jpg,139,101,678,410,191,Volkswagen Beetle Hatchback 2012
6819,dataset\cars_train\06820.jpg,2,3,541,479,165,Mercedes-Benz Sprinter Van 2012
6820,dataset\cars_train\06821.jpg,56,76,750,485,189,Volkswagen Golf Hatchback 2012
6821,dataset\cars_train\06822.jpg,22,186,975,652,147,Jeep Grand Cherokee SUV 2012
6822,dataset\cars_train\06823.jpg,74,56,577,276,30,BMW 6 Series Convertible 2007
6823,dataset\cars_train\06824.jpg,21,52,638,340,109,Ford Edge SUV 2012
6824,dataset\cars_train\06825.jpg,117,226,1404,1055,113,Ford F-150 Regular Cab 2007
6825,dataset\cars_train\06826.jpg,70,77,479,241,21,Audi S5 Coupe 2012
6826,dataset\cars_train\06827.jpg,32,17,427,250,141,Infiniti QX56 SUV 2011
6827,dataset\cars_train\06828.jpg,8,50,242,129,91,Dodge Magnum Wagon 2008
6828,dataset\cars_train\06829.jpg,28,36,570,285,34,BMW M5 Sedan 2010
6829,dataset\cars_train\06830.jpg,15,155,486,323,19,Audi S6 Sedan 2011
6830,dataset\cars_train\06831.jpg,114,48,570,450,165,Mercedes-Benz Sprinter Van 2012
6831,dataset\cars_train\06832.jpg,1,239,1436,932,7,Aston Martin V8 Vantage Convertible 2012
6832,dataset\cars_train\06833.jpg,3,23,132,98,0,AM General Hummer SUV 2000
6833,dataset\cars_train\06834.jpg,75,47,327,246,66,Chevrolet Malibu Hybrid Sedan 2010
6834,dataset\cars_train\06835.jpg,63,76,551,321,181,Suzuki Kizashi Sedan 2012
6835,dataset\cars_train\06836.jpg,10,122,432,243,102,Ferrari 458 Italia Convertible 2012
6836,dataset\cars_train\06837.jpg,259,730,1381,1117,163,Mercedes-Benz E-Class Sedan 2012
6837,dataset\cars_train\06838.jpg,66,22,984,617,163,Mercedes-Benz E-Class Sedan 2012
6838,dataset\cars_train\06839.jpg,34,53,270,139,1,Acura RL Sedan 2012
6839,dataset\cars_train\06840.jpg,55,116,639,377,160,Mercedes-Benz 300-Class Convertible 1993
6840,dataset\cars_train\06841.jpg,13,46,291,165,176,Rolls-Royce Phantom Sedan 2012
6841,dataset\cars_train\06842.jpg,13,166,1005,638,134,Hyundai Elantra Sedan 2007
6842,dataset\cars_train\06843.jpg,23,52,270,188,135,Hyundai Accent Sedan 2012
6843,dataset\cars_train\06844.jpg,34,49,872,430,177,Scion xD Hatchback 2012
6844,dataset\cars_train\06845.jpg,90,40,628,365,13,Audi TTS Coupe 2012
6845,dataset\cars_train\06846.jpg,80,82,831,572,137,Hyundai Sonata Sedan 2012
6846,dataset\cars_train\06847.jpg,45,157,596,395,86,Dodge Ram Pickup 3500 Quad Cab 2009
6847,dataset\cars_train\06848.jpg,2,24,255,138,73,Chevrolet Silverado 1500 Extended Cab 2012
6848,dataset\cars_train\06849.jpg,14,41,463,322,47,Buick Rainier SUV 2007
6849,dataset\cars_train\06850.jpg,101,314,894,612,4,Acura TSX Sedan 2012
6850,dataset\cars_train\06851.jpg,91,258,1079,825,144,Jeep Patriot SUV 2012
6851,dataset\cars_train\06852.jpg,20,122,465,307,23,Audi S4 Sedan 2007
6852,dataset\cars_train\06853.jpg,61,39,206,160,120,GMC Acadia SUV 2012
6853,dataset\cars_train\06854.jpg,31,60,253,145,157,Maybach Landaulet Convertible 2012
6854,dataset\cars_train\06855.jpg,45,89,988,612,144,Jeep Patriot SUV 2012
6855,dataset\cars_train\06856.jpg,32,52,432,277,70,Chevrolet Express Van 2007
6856,dataset\cars_train\06857.jpg,17,27,207,98,13,Audi TTS Coupe 2012
6857,dataset\cars_train\06858.jpg,184,185,571,314,179,Spyker C8 Coupe 2009
6858,dataset\cars_train\06859.jpg,40,98,595,377,11,Audi RS 4 Convertible 2008
6859,dataset\cars_train\06860.jpg,20,46,291,170,39,Bentley Arnage Sedan 2009
6860,dataset\cars_train\06861.jpg,43,135,756,420,161,Mercedes-Benz C-Class Sedan 2012
6861,dataset\cars_train\06862.jpg,28,85,577,309,61,Chevrolet Tahoe Hybrid SUV 2012
6862,dataset\cars_train\06863.jpg,69,191,722,430,49,Buick Enclave SUV 2012
6863,dataset\cars_train\06864.jpg,128,194,519,407,74,Chevrolet Silverado 1500 Regular Cab 2012
6864,dataset\cars_train\06865.jpg,40,48,287,191,147,Jeep Grand Cherokee SUV 2012
6865,dataset\cars_train\06866.jpg,39,141,602,337,186,Toyota Camry Sedan 2012
6866,dataset\cars_train\06867.jpg,13,93,880,511,184,Tesla Model S Sedan 2012
6867,dataset\cars_train\06868.jpg,44,158,568,371,83,Dodge Caliber Wagon 2007
6868,dataset\cars_train\06869.jpg,17,17,236,170,14,Audi R8 Coupe 2012
6869,dataset\cars_train\06870.jpg,104,165,416,381,195,smart fortwo Convertible 2012
6870,dataset\cars_train\06871.jpg,34,28,171,104,17,Audi 100 Wagon 1994
6871,dataset\cars_train\06872.jpg,20,38,615,394,177,Scion xD Hatchback 2012
6872,dataset\cars_train\06873.jpg,1,3,224,95,17,Audi 100 Wagon 1994
6873,dataset\cars_train\06874.jpg,26,11,269,221,154,Land Rover LR2 SUV 2012
6874,dataset\cars_train\06875.jpg,10,22,488,280,124,HUMMER H2 SUT Crew Cab 2009
6875,dataset\cars_train\06876.jpg,8,36,455,318,70,Chevrolet Express Van 2007
6876,dataset\cars_train\06877.jpg,27,33,608,381,138,Hyundai Elantra Touring Hatchback 2012
6877,dataset\cars_train\06878.jpg,39,222,1021,587,113,Ford F-150 Regular Cab 2007
6878,dataset\cars_train\06879.jpg,66,80,426,192,28,BMW 3 Series Sedan 2012
6879,dataset\cars_train\06880.jpg,11,8,575,314,71,Chevrolet Monte Carlo Coupe 2007
6880,dataset\cars_train\06881.jpg,28,75,618,290,83,Dodge Caliber Wagon 2007
6881,dataset\cars_train\06882.jpg,95,105,917,592,78,Chrysler 300 SRT-8 2010
6882,dataset\cars_train\06883.jpg,109,142,530,323,58,Chevrolet Camaro Convertible 2012
6883,dataset\cars_train\06884.jpg,79,139,447,317,154,Land Rover LR2 SUV 2012
6884,dataset\cars_train\06885.jpg,62,318,1455,803,29,BMW 3 Series Wagon 2012
6885,dataset\cars_train\06886.jpg,9,1,799,501,56,Chevrolet Corvette Ron Fellows Edition Z06 2007
6886,dataset\cars_train\06887.jpg,6,529,737,945,100,Ferrari FF Coupe 2012
6887,dataset\cars_train\06888.jpg,103,414,1643,1086,85,Dodge Ram Pickup 3500 Crew Cab 2010
6888,dataset\cars_train\06889.jpg,44,126,613,429,181,Suzuki Kizashi Sedan 2012
6889,dataset\cars_train\06890.jpg,196,43,1372,1156,107,Ford Freestar Minivan 2007
6890,dataset\cars_train\06891.jpg,31,10,718,323,28,BMW 3 Series Sedan 2012
6891,dataset\cars_train\06892.jpg,6,17,297,179,30,BMW 6 Series Convertible 2007
6892,dataset\cars_train\06893.jpg,29,179,623,438,114,Ford Focus Sedan 2007
6893,dataset\cars_train\06894.jpg,24,46,607,242,26,BMW 1 Series Convertible 2012
6894,dataset\cars_train\06895.jpg,147,737,1950,1430,153,Land Rover Range Rover SUV 2012
6895,dataset\cars_train\06896.jpg,4,61,423,276,8,Aston Martin V8 Vantage Coupe 2012
6896,dataset\cars_train\06897.jpg,11,22,394,178,161,Mercedes-Benz C-Class Sedan 2012
6897,dataset\cars_train\06898.jpg,29,93,485,334,65,Chevrolet Cobalt SS 2010
6898,dataset\cars_train\06899.jpg,135,135,865,613,147,Jeep Grand Cherokee SUV 2012
6899,dataset\cars_train\06900.jpg,105,169,733,477,143,Jaguar XK XKR 2012
6900,dataset\cars_train\06901.jpg,55,16,499,280,81,Daewoo Nubira Wagon 2002
6901,dataset\cars_train\06902.jpg,283,346,1357,877,54,Chevrolet Corvette Convertible 2012
6902,dataset\cars_train\06903.jpg,95,120,581,336,96,Dodge Charger SRT-8 2009
6903,dataset\cars_train\06904.jpg,26,36,302,221,11,Audi RS 4 Convertible 2008
6904,dataset\cars_train\06905.jpg,6,19,285,174,113,Ford F-150 Regular Cab 2007
6905,dataset\cars_train\06906.jpg,37,229,563,429,9,Aston Martin Virage Convertible 2012
6906,dataset\cars_train\06907.jpg,105,68,393,269,31,BMW X5 SUV 2007
6907,dataset\cars_train\06908.jpg,37,32,337,240,145,Jeep Wrangler SUV 2012
6908,dataset\cars_train\06909.jpg,45,75,591,421,146,Jeep Liberty SUV 2012
6909,dataset\cars_train\06910.jpg,213,138,588,390,100,Ferrari FF Coupe 2012
6910,dataset\cars_train\06911.jpg,70,45,436,271,176,Rolls-Royce Phantom Sedan 2012
6911,dataset\cars_train\06912.jpg,25,44,626,420,114,Ford Focus Sedan 2007
6912,dataset\cars_train\06913.jpg,39,114,603,377,90,Dodge Dakota Club Cab 2007
6913,dataset\cars_train\06914.jpg,100,145,590,308,19,Audi S6 Sedan 2011
6914,dataset\cars_train\06915.jpg,44,42,581,280,41,Bentley Continental GT Coupe 2012
6915,dataset\cars_train\06916.jpg,54,95,603,376,24,Audi TT RS Coupe 2012
6916,dataset\cars_train\06917.jpg,12,62,310,181,59,Chevrolet HHR SS 2010
6917,dataset\cars_train\06918.jpg,104,227,1168,706,138,Hyundai Elantra Touring Hatchback 2012
6918,dataset\cars_train\06919.jpg,26,102,633,389,29,BMW 3 Series Wagon 2012
6919,dataset\cars_train\06920.jpg,7,164,636,342,155,Lincoln Town Car Sedan 2011
6920,dataset\cars_train\06921.jpg,12,58,248,150,8,Aston Martin V8 Vantage Coupe 2012
6921,dataset\cars_train\06922.jpg,57,29,690,409,132,Hyundai Veracruz SUV 2012
6922,dataset\cars_train\06923.jpg,16,72,452,216,54,Chevrolet Corvette Convertible 2012
6923,dataset\cars_train\06924.jpg,44,34,225,159,47,Buick Rainier SUV 2007
6924,dataset\cars_train\06925.jpg,25,34,588,254,59,Chevrolet HHR SS 2010
6925,dataset\cars_train\06926.jpg,120,80,673,445,149,Lamborghini Reventon Coupe 2008
6926,dataset\cars_train\06927.jpg,44,178,564,402,177,Scion xD Hatchback 2012
6927,dataset\cars_train\06928.jpg,29,23,463,333,137,Hyundai Sonata Sedan 2012
6928,dataset\cars_train\06929.jpg,7,31,294,214,109,Ford Edge SUV 2012
6929,dataset\cars_train\06930.jpg,63,80,557,421,141,Infiniti QX56 SUV 2011
6930,dataset\cars_train\06931.jpg,46,120,675,343,86,Dodge Ram Pickup 3500 Quad Cab 2009
6931,dataset\cars_train\06932.jpg,20,55,285,177,126,Honda Odyssey Minivan 2007
6932,dataset\cars_train\06933.jpg,47,39,751,337,144,Jeep Patriot SUV 2012
6933,dataset\cars_train\06934.jpg,42,79,371,273,29,BMW 3 Series Wagon 2012
6934,dataset\cars_train\06935.jpg,21,107,484,273,192,Volvo C30 Hatchback 2012
6935,dataset\cars_train\06936.jpg,19,61,222,139,140,Infiniti G Coupe IPL 2012
6936,dataset\cars_train\06937.jpg,14,180,1017,708,90,Dodge Dakota Club Cab 2007
6937,dataset\cars_train\06938.jpg,23,108,613,355,78,Chrysler 300 SRT-8 2010
6938,dataset\cars_train\06939.jpg,54,74,588,394,124,HUMMER H2 SUT Crew Cab 2009
6939,dataset\cars_train\06940.jpg,31,74,689,411,75,Chrysler Aspen SUV 2009
6940,dataset\cars_train\06941.jpg,7,406,1492,1024,54,Chevrolet Corvette Convertible 2012
6941,dataset\cars_train\06942.jpg,216,214,816,447,133,Hyundai Sonata Hybrid Sedan 2012
6942,dataset\cars_train\06943.jpg,1,37,260,161,122,Geo Metro Convertible 1993
6943,dataset\cars_train\06944.jpg,22,82,988,533,78,Chrysler 300 SRT-8 2010
6944,dataset\cars_train\06945.jpg,102,191,973,559,29,BMW 3 Series Wagon 2012
6945,dataset\cars_train\06946.jpg,17,48,234,154,69,Chevrolet Silverado 1500 Classic Extended Cab 2007
6946,dataset\cars_train\06947.jpg,14,61,938,406,16,Audi 100 Sedan 1994
6947,dataset\cars_train\06948.jpg,78,13,556,419,93,Dodge Durango SUV 2012
6948,dataset\cars_train\06949.jpg,192,135,647,437,25,BMW ActiveHybrid 5 Sedan 2012
6949,dataset\cars_train\06950.jpg,59,291,963,640,166,Mitsubishi Lancer Sedan 2012
6950,dataset\cars_train\06951.jpg,183,113,506,367,132,Hyundai Veracruz SUV 2012
6951,dataset\cars_train\06952.jpg,7,10,206,115,40,Bentley Mulsanne Sedan 2011
6952,dataset\cars_train\06953.jpg,268,440,953,820,38,Bentley Continental Supersports Conv. Convertible 2012
6953,dataset\cars_train\06954.jpg,96,33,687,264,19,Audi S6 Sedan 2011
6954,dataset\cars_train\06955.jpg,47,91,491,286,141,Infiniti QX56 SUV 2011
6955,dataset\cars_train\06956.jpg,42,64,267,195,22,Audi S4 Sedan 2012
6956,dataset\cars_train\06957.jpg,44,57,506,390,136,Hyundai Genesis Sedan 2012
6957,dataset\cars_train\06958.jpg,50,137,583,395,178,Spyker C8 Convertible 2009
6958,dataset\cars_train\06959.jpg,13,136,626,380,79,Chrysler Crossfire Convertible 2008
6959,dataset\cars_train\06960.jpg,45,142,591,337,193,Volvo 240 Sedan 1993
6960,dataset\cars_train\06961.jpg,185,40,1648,1065,146,Jeep Liberty SUV 2012
6961,dataset\cars_train\06962.jpg,4,73,480,238,91,Dodge Magnum Wagon 2008
6962,dataset\cars_train\06963.jpg,69,99,582,368,108,Ford Expedition EL SUV 2009
6963,dataset\cars_train\06964.jpg,7,56,286,174,107,Ford Freestar Minivan 2007
6964,dataset\cars_train\06965.jpg,30,106,599,340,183,Suzuki SX4 Sedan 2012
6965,dataset\cars_train\06966.jpg,66,49,959,706,84,Dodge Caravan Minivan 1997
6966,dataset\cars_train\06967.jpg,10,102,451,360,112,Ford F-150 Regular Cab 2012
6967,dataset\cars_train\06968.jpg,57,69,467,328,130,Hyundai Santa Fe SUV 2012
6968,dataset\cars_train\06969.jpg,99,147,712,516,20,Audi S5 Convertible 2012
6969,dataset\cars_train\06970.jpg,95,22,499,216,95,Dodge Charger Sedan 2012
6970,dataset\cars_train\06971.jpg,65,83,420,305,70,Chevrolet Express Van 2007
6971,dataset\cars_train\06972.jpg,7,103,456,280,51,Cadillac SRX SUV 2012
6972,dataset\cars_train\06973.jpg,167,196,1274,824,137,Hyundai Sonata Sedan 2012
6973,dataset\cars_train\06974.jpg,52,46,487,247,2,Acura TL Sedan 2012
6974,dataset\cars_train\06975.jpg,95,87,961,702,153,Land Rover Range Rover SUV 2012
6975,dataset\cars_train\06976.jpg,5,6,397,185,81,Daewoo Nubira Wagon 2002
6976,dataset\cars_train\06977.jpg,83,131,536,368,148,Jeep Compass SUV 2012
6977,dataset\cars_train\06978.jpg,41,105,973,606,86,Dodge Ram Pickup 3500 Quad Cab 2009
6978,dataset\cars_train\06979.jpg,92,190,481,357,100,Ferrari FF Coupe 2012
6979,dataset\cars_train\06980.jpg,91,197,949,606,166,Mitsubishi Lancer Sedan 2012
6980,dataset\cars_train\06981.jpg,67,27,181,81,173,Ram C/V Cargo Van Minivan 2012
6981,dataset\cars_train\06982.jpg,88,122,1200,772,141,Infiniti QX56 SUV 2011
6982,dataset\cars_train\06983.jpg,82,270,1113,740,172,Porsche Panamera Sedan 2012
6983,dataset\cars_train\06984.jpg,33,97,413,245,14,Audi R8 Coupe 2012
6984,dataset\cars_train\06985.jpg,54,515,1220,884,79,Chrysler Crossfire Convertible 2008
6985,dataset\cars_train\06986.jpg,74,71,610,399,99,FIAT 500 Convertible 2012
